epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1328.03,1.63424,0.9213,1.44389,0.83996,0.85768,0.89563,0.45614,1.73157,0.96966,1.57348,0.0013664,0.0013664,0.0013664
26,1381.02,1.61411,0.92056,1.43595,0.90868,0.91768,0.93869,0.52909,1.62072,0.85495,1.48984,0.00134,0.00134,0.00134
27,1433.84,1.61008,0.92244,1.42276,0.8872,0.90545,0.92733,0.49453,1.68387,0.95004,1.52674,0.0013136,0.0013136,0.0013136
28,1486.66,1.59094,0.89396,1.41841,0.92054,0.91601,0.94304,0.5302,1.61577,0.86547,1.48712,0.0012872,0.0012872,0.0012872
29,1540.05,1.58907,0.88921,1.41129,0.89694,0.92134,0.93957,0.53106,1.60576,0.85988,1.47997,0.0012608,0.0012608,0.0012608
30,1592.44,1.59367,0.88297,1.41381,0.90219,0.91101,0.93641,0.5276,1.62343,0.8594,1.48739,0.0012344,0.0012344,0.0012344
31,1645.23,1.5719,0.86952,1.40239,0.91605,0.91745,0.93957,0.52715,1.63459,0.85341,1.49263,0.001208,0.001208,0.001208
32,1698.56,1.56281,0.85955,1.39448,0.90685,0.91401,0.93545,0.52467,1.63595,0.83735,1.49923,0.0011816,0.0011816,0.0011816
33,1751.81,1.56771,0.8589,1.39523,0.89509,0.90432,0.93178,0.52273,1.62236,0.84783,1.48916,0.0011552,0.0011552,0.0011552
34,1803.73,1.54778,0.843,1.38448,0.88854,0.90146,0.93203,0.5201,1.65794,0.83587,1.51149,0.0011288,0.0011288,0.0011288
35,1856.9,1.5514,0.84386,1.38285,0.8851,0.90434,0.92792,0.50828,1.65191,0.88342,1.50591,0.0011024,0.0011024,0.0011024
36,1909.74,1.54972,0.84065,1.38046,0.9229,0.92686,0.94652,0.55203,1.60543,0.80541,1.47162,0.001076,0.001076,0.001076
37,1962.38,1.55975,0.86048,1.39143,0.90604,0.91345,0.93929,0.53546,1.61387,0.81367,1.47647,0.0010496,0.0010496,0.0010496
38,2015.25,1.54588,0.83712,1.37997,0.86651,0.88412,0.91106,0.49664,1.70088,0.88612,1.55387,0.0010232,0.0010232,0.0010232
39,2068.13,1.52606,0.82294,1.37285,0.83621,0.8599,0.87988,0.44103,1.83835,1.00879,1.62905,0.0009968,0.0009968,0.0009968
40,2120.56,1.54451,0.83164,1.37815,0.88229,0.89433,0.92419,0.51449,1.67973,0.86134,1.54281,0.0009704,0.0009704,0.0009704
41,2173.15,1.54414,0.83897,1.37888,0.92841,0.9278,0.95005,0.55038,1.60783,0.7836,1.46799,0.000944,0.000944,0.000944
42,2224.92,1.52942,0.81689,1.37229,0.91715,0.9269,0.9453,0.54638,1.61204,0.79329,1.48438,0.0009176,0.0009176,0.0009176
43,2277.75,1.52693,0.81059,1.36123,0.92469,0.92895,0.94711,0.55692,1.60392,0.77419,1.474,0.0008912,0.0008912,0.0008912
44,2330.49,1.51143,0.79928,1.35879,0.90975,0.93068,0.94589,0.55562,1.56714,0.77766,1.45718,0.0008648,0.0008648,0.0008648
45,2383.2,1.51839,0.79767,1.35934,0.90346,0.91679,0.93801,0.53502,1.67933,0.80428,1.54185,0.0008384,0.0008384,0.0008384
46,2435.86,1.51501,0.79131,1.35908,0.91844,0.93077,0.94708,0.54521,1.62114,0.77223,1.48304,0.000812,0.000812,0.000812
47,2488.57,1.50548,0.79459,1.35325,0.91293,0.92488,0.9432,0.54725,1.64872,0.802,1.51182,0.0007856,0.0007856,0.0007856
48,2541.21,1.52986,0.80255,1.36301,0.91106,0.92524,0.94271,0.53337,1.63352,0.78985,1.4955,0.0007592,0.0007592,0.0007592
49,2594.17,1.50602,0.78652,1.35193,0.92246,0.93577,0.94869,0.55671,1.61301,0.75706,1.48407,0.0007328,0.0007328,0.0007328
50,2647.23,1.50661,0.78833,1.35019,0.92565,0.92779,0.94934,0.55004,1.6388,0.76177,1.50212,0.0007064,0.0007064,0.0007064
51,2699.78,1.50214,0.7808,1.34779,0.9011,0.91579,0.94004,0.53185,1.66486,0.79484,1.51942,0.00068,0.00068,0.00068
52,2753.23,1.50293,0.79299,1.35042,0.89441,0.91568,0.93949,0.5266,1.65329,0.79145,1.50229,0.0006536,0.0006536,0.0006536
53,2806.05,1.4948,0.77991,1.34552,0.92045,0.92946,0.94863,0.55261,1.63451,0.78039,1.49629,0.0006272,0.0006272,0.0006272
54,2858.43,1.49458,0.78077,1.3522,0.92334,0.93756,0.95273,0.5698,1.58287,0.73287,1.4637,0.0006008,0.0006008,0.0006008
55,2910.88,1.48903,0.77798,1.34081,0.91538,0.92667,0.94516,0.54586,1.66185,0.77205,1.52658,0.0005744,0.0005744,0.0005744
56,2963.86,1.48365,0.77961,1.33511,0.92775,0.93712,0.95217,0.5702,1.57681,0.7355,1.45479,0.000548,0.000548,0.000548
57,3017.24,1.49045,0.76955,1.34016,0.91687,0.92878,0.94674,0.547,1.64984,0.75536,1.5215,0.0005216,0.0005216,0.0005216
58,3070.31,1.47949,0.75887,1.33274,0.92223,0.93544,0.94955,0.55987,1.58901,0.72461,1.46003,0.0004952,0.0004952,0.0004952
59,3123.31,1.47803,0.76242,1.3319,0.92878,0.93912,0.95324,0.56996,1.5983,0.73219,1.47139,0.0004688,0.0004688,0.0004688
60,3175.8,1.47043,0.75839,1.32428,0.9226,0.93756,0.95166,0.5676,1.58121,0.71236,1.45394,0.0004424,0.0004424,0.0004424
61,3229.15,1.4744,0.75702,1.32884,0.93046,0.94245,0.95279,0.56948,1.57624,0.71877,1.45454,0.000416,0.000416,0.000416
62,3281.64,1.47087,0.75802,1.33026,0.93083,0.94043,0.95394,0.57229,1.58775,0.72567,1.46414,0.0003896,0.0003896,0.0003896
63,3334.59,1.47808,0.75581,1.33002,0.92384,0.9349,0.94957,0.56308,1.61757,0.73248,1.48666,0.0003632,0.0003632,0.0003632
64,3386.69,1.45093,0.74354,1.31705,0.93307,0.94156,0.9538,0.57083,1.60259,0.7273,1.47683,0.0003368,0.0003368,0.0003368
65,3439.66,1.4598,0.74827,1.3207,0.91653,0.93434,0.95011,0.55893,1.612,0.74081,1.47427,0.0003104,0.0003104,0.0003104
66,3488.29,1.43521,0.71372,1.3227,0.92512,0.94012,0.95188,0.56905,1.57777,0.7243,1.45341,0.000284,0.000284,0.000284
67,3536.15,1.41373,0.70248,1.30744,0.93084,0.94023,0.95364,0.57404,1.56322,0.71287,1.43336,0.0002576,0.0002576,0.0002576
68,3584.02,1.41105,0.70016,1.31041,0.92746,0.94156,0.95318,0.57304,1.55732,0.70547,1.43295,0.0002312,0.0002312,0.0002312
69,3631.33,1.41044,0.69485,1.31583,0.92668,0.93932,0.95392,0.57583,1.53946,0.70797,1.42073,0.0002048,0.0002048,0.0002048
70,3679,1.40646,0.69316,1.31402,0.92729,0.94045,0.95422,0.56931,1.55786,0.7099,1.44389,0.0001784,0.0001784,0.0001784
71,3726.83,1.39856,0.69217,1.30359,0.93818,0.94412,0.95595,0.58041,1.54877,0.68253,1.43107,0.000152,0.000152,0.000152
72,3774.69,1.41209,0.6923,1.31103,0.93044,0.94211,0.95696,0.57564,1.54876,0.69646,1.42626,0.0001256,0.0001256,0.0001256
73,3822.07,1.4106,0.69331,1.3111,0.93457,0.94265,0.95611,0.5793,1.53497,0.69279,1.41094,9.92e-05,9.92e-05,9.92e-05
74,3869.61,1.39044,0.67761,1.30183,0.93346,0.94289,0.95666,0.58554,1.52442,0.6866,1.40594,7.28e-05,7.28e-05,7.28e-05
75,3917.37,1.38917,0.68474,1.29752,0.93708,0.94467,0.95689,0.58832,1.51719,0.68259,1.4044,4.64e-05,4.64e-05,4.64e-05
