epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,2734.93,1.52089,0.80548,1.38103,0.90942,0.91065,0.95338,0.53966,1.62999,0.77785,1.5419,0.0006536,0.0006536,0.0006536
53,2786.6,1.52485,0.80568,1.38265,0.94493,0.93492,0.97149,0.58353,1.5416,0.71738,1.47495,0.0006272,0.0006272,0.0006272
54,2837.85,1.51864,0.80213,1.38647,0.93615,0.93115,0.96946,0.57352,1.54541,0.72628,1.47944,0.0006008,0.0006008,0.0006008
55,2889.22,1.52121,0.79958,1.39034,0.92105,0.92419,0.96106,0.55347,1.59678,0.74681,1.51399,0.0005744,0.0005744,0.0005744
56,2941.18,1.51588,0.79756,1.37295,0.9438,0.9297,0.96901,0.58276,1.58573,0.71599,1.51399,0.000548,0.000548,0.000548
57,2993.08,1.50935,0.8017,1.37497,0.93454,0.92638,0.96509,0.557,1.60667,0.7383,1.52725,0.0005216,0.0005216,0.0005216
58,3044.88,1.48217,0.77507,1.35231,0.94021,0.93354,0.96872,0.56832,1.57125,0.72226,1.49993,0.0004952,0.0004952,0.0004952
59,3098,1.49175,0.78026,1.35709,0.93223,0.92746,0.96538,0.55951,1.59915,0.73258,1.51352,0.0004688,0.0004688,0.0004688
60,3150.49,1.49511,0.77333,1.36165,0.92865,0.92752,0.96466,0.55961,1.58544,0.73214,1.50979,0.0004424,0.0004424,0.0004424
61,3202.99,1.49107,0.77548,1.36265,0.93435,0.9251,0.9649,0.56729,1.56583,0.72028,1.49452,0.000416,0.000416,0.000416
62,3254.47,1.50116,0.77737,1.36855,0.9428,0.92903,0.96856,0.5671,1.5935,0.7118,1.5122,0.0003896,0.0003896,0.0003896
63,3306.61,1.49849,0.77559,1.36846,0.9434,0.93588,0.97207,0.58097,1.52722,0.70369,1.4679,0.0003632,0.0003632,0.0003632
64,3358.46,1.49461,0.77853,1.36098,0.94704,0.93511,0.9723,0.58565,1.53442,0.6993,1.47147,0.0003368,0.0003368,0.0003368
65,3410.5,1.4838,0.77025,1.35598,0.93808,0.93392,0.96839,0.57813,1.57055,0.70546,1.50151,0.0003104,0.0003104,0.0003104
66,3458.98,1.45893,0.74016,1.38091,0.93742,0.92638,0.96543,0.56461,1.60681,0.72304,1.53093,0.000284,0.000284,0.000284
67,3506.32,1.44539,0.72911,1.3632,0.95079,0.93687,0.97283,0.5813,1.56354,0.6934,1.49416,0.0002576,0.0002576,0.0002576
68,3553.77,1.44535,0.72046,1.37388,0.94574,0.9376,0.974,0.58184,1.53848,0.69649,1.47563,0.0002312,0.0002312,0.0002312
69,3601.11,1.43748,0.72559,1.36724,0.94084,0.93353,0.97026,0.57507,1.54759,0.70352,1.47996,0.0002048,0.0002048,0.0002048
70,3648.64,1.43212,0.71236,1.37249,0.94521,0.93472,0.9729,0.5819,1.5439,0.69308,1.48059,0.0001784,0.0001784,0.0001784
71,3696.02,1.42251,0.71773,1.35691,0.94857,0.94346,0.9759,0.58495,1.5336,0.6872,1.473,0.000152,0.000152,0.000152
72,3743.59,1.43199,0.71309,1.36442,0.9534,0.94198,0.97737,0.5988,1.50802,0.67375,1.45155,0.0001256,0.0001256,0.0001256
73,3791.48,1.43229,0.71926,1.35662,0.94621,0.9411,0.97529,0.59126,1.51446,0.6812,1.45872,9.92e-05,9.92e-05,9.92e-05
74,3839.46,1.41709,0.70836,1.35987,0.94729,0.9412,0.97583,0.59107,1.51719,0.68031,1.4592,7.28e-05,7.28e-05,7.28e-05
75,3887.13,1.41075,0.70003,1.34532,0.95179,0.94375,0.9773,0.59407,1.5154,0.67395,1.45792,4.64e-05,4.64e-05,4.64e-05
