epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1206.73,1.68192,0.9804,1.50967,0.89792,0.88888,0.93982,0.50826,1.65425,0.89847,1.56791,0.0014456,0.0014456,0.0014456
23,1260.78,1.66464,0.97021,1.48599,0.91246,0.89693,0.94878,0.5348,1.59856,0.88461,1.52513,0.0014192,0.0014192,0.0014192
24,1314.52,1.66578,0.96316,1.4861,0.91113,0.8772,0.93688,0.49681,1.72331,0.89994,1.60888,0.0013928,0.0013928,0.0013928
25,1368.63,1.65814,0.94237,1.48054,0.91444,0.89071,0.94803,0.53554,1.618,0.85409,1.53262,0.0013664,0.0013664,0.0013664
26,1422.37,1.64095,0.93456,1.47026,0.92369,0.90586,0.95449,0.53654,1.6306,0.82785,1.54508,0.00134,0.00134,0.00134
27,1476.5,1.62438,0.92589,1.46379,0.88431,0.89063,0.93359,0.48595,1.68195,0.92014,1.58205,0.0013136,0.0013136,0.0013136
28,1530.24,1.61328,0.91052,1.45698,0.90648,0.90872,0.94917,0.5338,1.60599,0.84209,1.53317,0.0012872,0.0012872,0.0012872
29,1584.38,1.61925,0.91072,1.45389,0.89749,0.8931,0.93713,0.50303,1.69137,0.89016,1.59828,0.0012608,0.0012608,0.0012608
30,1637.99,1.62393,0.91817,1.45803,0.9286,0.90897,0.95769,0.55393,1.58435,0.8208,1.50971,0.0012344,0.0012344,0.0012344
31,1691.95,1.62045,0.90675,1.45143,0.93922,0.91017,0.96063,0.56357,1.60307,0.76896,1.51582,0.001208,0.001208,0.001208
32,1746.28,1.60735,0.89258,1.44238,0.92872,0.91838,0.96078,0.5598,1.57457,0.80422,1.49931,0.0011816,0.0011816,0.0011816
33,1799.38,1.58963,0.87073,1.43434,0.9233,0.90743,0.95296,0.53556,1.62956,0.81017,1.53501,0.0011552,0.0011552,0.0011552
34,1853.28,1.59137,0.87267,1.43583,0.93764,0.92265,0.96326,0.5656,1.58467,0.76356,1.50545,0.0011288,0.0011288,0.0011288
35,1906.92,1.59073,0.87491,1.4328,0.82688,0.82419,0.86712,0.40767,1.85212,1,1.69489,0.0011024,0.0011024,0.0011024
36,1960.78,1.5832,0.85575,1.41846,0.90868,0.90164,0.94676,0.53585,1.60674,0.81807,1.52638,0.001076,0.001076,0.001076
37,2014.24,1.58196,0.86238,1.42684,0.93672,0.92039,0.95985,0.55672,1.59697,0.76253,1.51083,0.0010496,0.0010496,0.0010496
38,2067.64,1.57631,0.85564,1.42504,0.92065,0.90774,0.94975,0.53131,1.68094,0.82514,1.59159,0.0010232,0.0010232,0.0010232
39,2121.1,1.55596,0.84287,1.41599,0.90525,0.90125,0.94592,0.52409,1.65712,0.84075,1.57047,0.0009968,0.0009968,0.0009968
40,2174.65,1.57819,0.84775,1.41235,0.94512,0.93119,0.96925,0.57568,1.56309,0.7342,1.48681,0.0009704,0.0009704,0.0009704
41,2228.72,1.57082,0.84056,1.41772,0.93114,0.9292,0.96416,0.56176,1.56415,0.76508,1.49216,0.000944,0.000944,0.000944
42,2282.11,1.55717,0.83829,1.41166,0.94221,0.92844,0.96574,0.56843,1.56382,0.74721,1.48983,0.0009176,0.0009176,0.0009176
43,2335.89,1.53198,0.81607,1.39329,0.94187,0.92922,0.96428,0.56393,1.60634,0.74487,1.52523,0.0008912,0.0008912,0.0008912
44,2389.14,1.53175,0.81655,1.39049,0.91055,0.90822,0.94873,0.52304,1.63712,0.80483,1.54082,0.0008648,0.0008648,0.0008648
45,2442.97,1.5486,0.8249,1.39267,0.90832,0.89653,0.94136,0.52607,1.70274,0.81303,1.60463,0.0008384,0.0008384,0.0008384
46,2496.8,1.54607,0.81799,1.39848,0.95192,0.93283,0.97069,0.58572,1.53271,0.71874,1.46335,0.000812,0.000812,0.000812
47,2550.39,1.55933,0.82837,1.40488,0.92654,0.91744,0.95946,0.56177,1.57507,0.74274,1.49414,0.0007856,0.0007856,0.0007856
48,2603.85,1.52859,0.80434,1.39144,0.89009,0.87896,0.9287,0.49572,1.71264,0.81366,1.58925,0.0007592,0.0007592,0.0007592
49,2657.96,1.52227,0.79937,1.38681,0.93167,0.9141,0.95833,0.55193,1.63708,0.76068,1.55601,0.0007328,0.0007328,0.0007328
50,2711.53,1.52561,0.80276,1.37987,0.94222,0.93138,0.96655,0.57487,1.55921,0.71142,1.48664,0.0007064,0.0007064,0.0007064
51,2765.43,1.53837,0.80175,1.38919,0.91938,0.90684,0.9496,0.53665,1.68342,0.76834,1.58459,0.00068,0.00068,0.00068
52,2819.55,1.52591,0.79163,1.38525,0.92403,0.9144,0.95665,0.55333,1.61962,0.75186,1.53169,0.0006536,0.0006536,0.0006536
53,2873.1,1.52934,0.79895,1.38802,0.94862,0.93806,0.97071,0.58006,1.5438,0.73162,1.47663,0.0006272,0.0006272,0.0006272
54,2926.39,1.52506,0.79831,1.39137,0.92851,0.91685,0.95748,0.55713,1.62426,0.74681,1.53677,0.0006008,0.0006008,0.0006008
55,2979.34,1.52503,0.79334,1.39335,0.92387,0.91959,0.9555,0.54816,1.62921,0.74677,1.5412,0.0005744,0.0005744,0.0005744
56,3033.12,1.52125,0.79029,1.37764,0.95002,0.93688,0.96991,0.58554,1.56954,0.69068,1.49685,0.000548,0.000548,0.000548
57,3087.11,1.51298,0.79257,1.37408,0.93462,0.92422,0.96025,0.55698,1.63376,0.72296,1.54316,0.0005216,0.0005216,0.0005216
58,3140.99,1.48431,0.76926,1.35392,0.94224,0.93011,0.96578,0.56865,1.60093,0.72019,1.51959,0.0004952,0.0004952,0.0004952
59,3195.59,1.49642,0.7751,1.36163,0.92549,0.9145,0.95597,0.5449,1.65331,0.76108,1.5588,0.0004688,0.0004688,0.0004688
60,3249.97,1.49712,0.76617,1.36414,0.93125,0.92245,0.95932,0.55802,1.63923,0.72536,1.55626,0.0004424,0.0004424,0.0004424
61,3304.25,1.5014,0.7729,1.37002,0.95139,0.9356,0.97108,0.58506,1.56575,0.68659,1.49412,0.000416,0.000416,0.000416
62,3357.57,1.50099,0.76831,1.36919,0.94025,0.92677,0.96446,0.55955,1.63316,0.70638,1.54417,0.0003896,0.0003896,0.0003896
63,3410.65,1.49585,0.76719,1.3674,0.9407,0.93276,0.96836,0.5754,1.55303,0.69485,1.48287,0.0003632,0.0003632,0.0003632
64,3463.96,1.49783,0.76979,1.36259,0.95258,0.93639,0.97073,0.58236,1.5706,0.68837,1.49325,0.0003368,0.0003368,0.0003368
65,3517.72,1.4895,0.76426,1.35969,0.93525,0.92873,0.96268,0.56228,1.62202,0.71762,1.5373,0.0003104,0.0003104,0.0003104
66,3567.15,1.46385,0.73469,1.3819,0.91967,0.91126,0.95127,0.53926,1.65337,0.7558,1.56792,0.000284,0.000284,0.000284
67,3616.04,1.44843,0.721,1.36628,0.94378,0.93431,0.96742,0.57232,1.59122,0.69778,1.51649,0.0002576,0.0002576,0.0002576
68,3665.15,1.4504,0.71346,1.37674,0.94942,0.93403,0.97104,0.57749,1.57396,0.69169,1.5003,0.0002312,0.0002312,0.0002312
69,3714.17,1.43945,0.71662,1.36739,0.93959,0.92981,0.96583,0.56907,1.58208,0.69714,1.5055,0.0002048,0.0002048,0.0002048
70,3762.72,1.43787,0.70827,1.37608,0.9491,0.93717,0.97161,0.58457,1.55905,0.67122,1.48844,0.0001784,0.0001784,0.0001784
71,3811.63,1.42819,0.7095,1.36027,0.95238,0.94061,0.97276,0.58416,1.57178,0.67668,1.50186,0.000152,0.000152,0.000152
72,3860.42,1.42908,0.70783,1.3625,0.9491,0.93521,0.97143,0.58769,1.53902,0.67987,1.47134,0.0001256,0.0001256,0.0001256
73,3909.45,1.43607,0.71314,1.35746,0.95117,0.93649,0.97107,0.58481,1.5578,0.67718,1.48912,9.92e-05,9.92e-05,9.92e-05
74,3958.12,1.42301,0.70154,1.36246,0.95266,0.93914,0.97249,0.58497,1.55621,0.67589,1.48813,7.28e-05,7.28e-05,7.28e-05
75,4006.74,1.41067,0.69354,1.34504,0.95551,0.94022,0.9737,0.59135,1.55051,0.66668,1.48308,4.64e-05,4.64e-05,4.64e-05
