epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,2389.72,1.54573,0.81985,1.37194,0.92194,0.91903,0.96178,0.55965,1.54179,0.80499,1.43673,0.0008384,0.0008384,0.0008384
46,2442.31,1.54217,0.8164,1.37169,0.90138,0.89691,0.94694,0.53982,1.57335,0.82035,1.46188,0.000812,0.000812,0.000812
47,2494.86,1.52167,0.8098,1.36436,0.93347,0.93522,0.96793,0.56678,1.52629,0.76228,1.43555,0.0007856,0.0007856,0.0007856
48,2547.04,1.52427,0.80355,1.35935,0.93967,0.93145,0.96945,0.57769,1.51485,0.7404,1.40418,0.0007592,0.0007592,0.0007592
49,2599.72,1.52238,0.79653,1.36319,0.93706,0.92965,0.9674,0.56349,1.55418,0.75216,1.45057,0.0007328,0.0007328,0.0007328
50,2652.42,1.53654,0.80426,1.36535,0.94095,0.93453,0.97182,0.58254,1.50868,0.72251,1.40232,0.0007064,0.0007064,0.0007064
51,2705.05,1.5389,0.81518,1.36602,0.94344,0.94324,0.97374,0.58332,1.50757,0.74667,1.41562,0.00068,0.00068,0.00068
52,2758.69,1.54195,0.81447,1.36519,0.9434,0.93905,0.97342,0.58687,1.50121,0.73301,1.40828,0.0006536,0.0006536,0.0006536
53,2811.52,1.51816,0.79215,1.35424,0.94488,0.92756,0.96751,0.57402,1.53624,0.75008,1.4368,0.0006272,0.0006272,0.0006272
54,2864.36,1.52363,0.80556,1.3629,0.93909,0.93008,0.96839,0.57234,1.52119,0.73789,1.42147,0.0006008,0.0006008,0.0006008
55,2917.12,1.52011,0.79869,1.35693,0.95128,0.93543,0.97304,0.58361,1.52046,0.73158,1.41849,0.0005744,0.0005744,0.0005744
56,2970.1,1.51229,0.78661,1.35353,0.94636,0.93449,0.97192,0.58485,1.51293,0.72088,1.40508,0.000548,0.000548,0.000548
57,3023,1.50438,0.78463,1.34403,0.94421,0.93451,0.97294,0.58586,1.49688,0.71719,1.405,0.0005216,0.0005216,0.0005216
58,3076.04,1.49963,0.77219,1.33895,0.93712,0.93063,0.96837,0.57747,1.53767,0.7207,1.43536,0.0004952,0.0004952,0.0004952
59,3128.92,1.49992,0.77932,1.34367,0.94864,0.93914,0.97403,0.59601,1.48322,0.69608,1.39432,0.0004688,0.0004688,0.0004688
60,3182.2,1.50001,0.7726,1.33781,0.94646,0.93977,0.97386,0.59141,1.47389,0.70442,1.38113,0.0004424,0.0004424,0.0004424
61,3235.44,1.49395,0.7695,1.3398,0.93635,0.93399,0.97002,0.58342,1.508,0.7207,1.41723,0.000416,0.000416,0.000416
62,3287.86,1.49076,0.77073,1.33814,0.94443,0.93398,0.97206,0.58849,1.47883,0.70254,1.38691,0.0003896,0.0003896,0.0003896
63,3340.66,1.49205,0.76729,1.33654,0.94751,0.9444,0.9746,0.59333,1.48844,0.69942,1.39007,0.0003632,0.0003632,0.0003632
64,3392.85,1.48783,0.763,1.3341,0.93989,0.93703,0.97046,0.58434,1.51411,0.72634,1.41627,0.0003368,0.0003368,0.0003368
65,3445.2,1.48416,0.75965,1.3328,0.93976,0.93626,0.97023,0.58518,1.50008,0.70622,1.40398,0.0003104,0.0003104,0.0003104
66,3494.14,1.4509,0.72481,1.33615,0.94196,0.9343,0.97169,0.58719,1.49316,0.71523,1.39991,0.000284,0.000284,0.000284
67,3541.88,1.44631,0.71673,1.32905,0.93938,0.93168,0.9693,0.58135,1.49553,0.71572,1.39847,0.0002576,0.0002576,0.0002576
68,3589.91,1.42684,0.71552,1.31547,0.95097,0.94314,0.97538,0.59866,1.46921,0.6869,1.385,0.0002312,0.0002312,0.0002312
69,3638.13,1.4379,0.71148,1.33087,0.94934,0.94324,0.9741,0.59801,1.47611,0.68455,1.39346,0.0002048,0.0002048,0.0002048
70,3686.06,1.4303,0.70498,1.32546,0.94777,0.94194,0.97462,0.59865,1.4661,0.69125,1.38215,0.0001784,0.0001784,0.0001784
71,3733.87,1.42748,0.71378,1.32204,0.94754,0.94335,0.97602,0.5981,1.46459,0.68406,1.38269,0.000152,0.000152,0.000152
72,3781.78,1.43144,0.70369,1.32576,0.95029,0.94198,0.9747,0.59794,1.46851,0.67667,1.38331,0.0001256,0.0001256,0.0001256
73,3829.45,1.4391,0.70946,1.32987,0.95412,0.94598,0.97684,0.6078,1.45507,0.67048,1.37503,9.92e-05,9.92e-05,9.92e-05
74,3877.29,1.40605,0.69772,1.31788,0.94773,0.94323,0.97517,0.59902,1.46829,0.68023,1.38767,7.28e-05,7.28e-05,7.28e-05
75,3925.18,1.41258,0.69875,1.31455,0.95026,0.94535,0.97665,0.60431,1.45508,0.67345,1.37311,4.64e-05,4.64e-05,4.64e-05
